"","kind","spec","prolific_id","rating","prompt_type"
"1","natural kind","Water ","628794619215a22e47b640bd","1","member"
"2","natural kind","Water ","62ed7304603710301dcf5dee","1","member"
"3","natural kind","Water ","5e52803583c96c28bbb95f2b","7","member"
"4","natural kind","Water ","60ce6b0047a115f81d3b6658","2","member"
"5","natural kind","Water ","61f2acbfa09e72f23cbaf6ed","1","member"
"6","natural kind","Water ","6108b8adf055193355c51121","1","member"
"7","natural kind","Water ","5fbbdfc2b3efb70009d81cf3","1","member"
"8","natural kind","Water ","60806d3f13bfdebc3a2dfcc5","5","member"
"9","natural kind","Water ","62d14cb0418c96de31ab4f37","1","member"
"10","natural kind","Water ","6005331b282af2704b3e9854","1","member"
"11","natural kind","Water ","60c077729b5da5d988ffb7c0","1","member"
"12","natural kind","Water ","59dfcd07e75b450001a68f05@email.prolific.co","1","member"
"13","natural kind","Water ","5cec316d7d69950001cdace2","1","member"
"14","natural kind","Water ","601878814d91481231c83ecf","6","member"
"15","natural kind","Water ","5e14de687d9adf000b603402","1","member"
"16","natural kind","Water ","5dae1520eeac2100152778a9","1","member"
"17","natural kind","Water ","62ec4b4c7027e093f9048e5d","1","member"
"18","natural kind","Water ","58fdcd2be219d00001ee5aa0","1","member"
"19","natural kind","Water ","5de672702cf2045ed734e846","2","member"
"20","natural kind","Water ","5e249775e8ff3a7159953291","1","member"
"21","natural kind","Water ","5d51d781dc299300183ce5e2","1","member"
"22","natural kind","Water ","5c3d76866ce2f80001317da2","1","member"
"23","natural kind","Water ","60fd281395d5a91134210732","1","member"
"24","natural kind","Water ","61072325706bc0ff7b1fdb93","4","member"
"25","natural kind","Water ","62e02606dd578dae3e6c1894","2","member"
"26","natural kind","Water ","5d20e5aea3262d0017af1588","3","member"
"27","natural kind","Water ","6017df63bb02083698436ead","1","member"
"28","natural kind","Water ","612683e6ceb3e6918fb0863a","1","member"
"29","natural kind","Water ","5edbd346b3747c0a66b63e0d","1","member"
"30","natural kind","Water ","5f6c238ed9915e19408f161b","1","member"
"31","natural kind","Water ","61424b1673fc4394db65bc53","3","member"
"32","natural kind","Water ","5ec3d4ca7207c9249050bb0a","2","member"
"33","natural kind","Water ","5fd50a355025422fd25bb05b","1","member"
"34","natural kind","Water ","5f356dd86c71333977ed00e1","1","member"
"35","natural kind","Water ","61102f9292f5e6301b5bea45","1","member"
"36","natural kind","Water ","5d83b4c19358b400013494e8","2","member"
"37","natural kind","Water ","6075e12159e69162ee283711","5","member"
"38","natural kind","Water ","6093db807d15df55e6990a28","1","member"
"39","natural kind","Water ","62b495a707bd4eb65ab81728","1","member"
"40","natural kind","Water ","60459f654004876e609870e9","2","member"
"41","natural kind","Water ","5a87116c1904200001560982","7","member"
"42","natural kind","Water ","60199b0a7384e30ddf3a7c55","1","member"
"43","natural kind","Water ","60a97341861238ce108f9f50","1","member"
"44","natural kind","Water ","5f566443352f600826449f4b","1","member"
"45","natural kind","Water ","5ea2cf6f2888de038404188d","1","member"
"46","natural kind","Water ","5efa455b7a38f2145071c23e","1","member"
"47","natural kind","Water ","62b21a014febc9d365029b79","2","member"
"48","natural kind","Water ","603faf859a4ec30978289bb8","2","member"
"49","natural kind","Water ","60aad516e34718d318bfb44d","1","member"
"50","natural kind","Water ","5eb58ac5307b420a604cb4cf","3","member"
"51","control subjective adjective","Spicy ","628794619215a22e47b640bd","4","member"
"52","control subjective adjective","Spicy ","62ed7304603710301dcf5dee","4","member"
"53","control subjective adjective","Spicy ","5e52803583c96c28bbb95f2b","7","member"
"54","control subjective adjective","Spicy ","60ce6b0047a115f81d3b6658","4","member"
"55","control subjective adjective","Spicy ","61f2acbfa09e72f23cbaf6ed","5","member"
"56","control subjective adjective","Spicy ","6108b8adf055193355c51121","4","member"
"57","control subjective adjective","Spicy ","5fbbdfc2b3efb70009d81cf3","5","member"
"58","control subjective adjective","Spicy ","60806d3f13bfdebc3a2dfcc5","3","member"
"59","control subjective adjective","Spicy ","62d14cb0418c96de31ab4f37","5","member"
"60","control subjective adjective","Spicy ","6005331b282af2704b3e9854","7","member"
"61","control subjective adjective","Spicy ","60c077729b5da5d988ffb7c0","4","member"
"62","control subjective adjective","Spicy ","59dfcd07e75b450001a68f05@email.prolific.co","7","member"
"63","control subjective adjective","Spicy ","5cec316d7d69950001cdace2","4","member"
"64","control subjective adjective","Spicy ","601878814d91481231c83ecf","5","member"
"65","control subjective adjective","Spicy ","5e14de687d9adf000b603402","6","member"
"66","control subjective adjective","Spicy ","5dae1520eeac2100152778a9","4","member"
"67","control subjective adjective","Spicy ","62ec4b4c7027e093f9048e5d","5","member"
"68","control subjective adjective","Spicy ","58fdcd2be219d00001ee5aa0","5","member"
"69","control subjective adjective","Spicy ","5de672702cf2045ed734e846","4","member"
"70","control subjective adjective","Spicy ","5e249775e8ff3a7159953291","4","member"
"71","control subjective adjective","Spicy ","5d51d781dc299300183ce5e2","5","member"
"72","control subjective adjective","Spicy ","5c3d76866ce2f80001317da2","7","member"
"73","control subjective adjective","Spicy ","60fd281395d5a91134210732","6","member"
"74","control subjective adjective","Spicy ","61072325706bc0ff7b1fdb93","4","member"
"75","control subjective adjective","Spicy ","62e02606dd578dae3e6c1894","2","member"
"76","control subjective adjective","Spicy ","5d20e5aea3262d0017af1588","5","member"
"77","control subjective adjective","Spicy ","6017df63bb02083698436ead","5","member"
"78","control subjective adjective","Spicy ","612683e6ceb3e6918fb0863a","4","member"
"79","control subjective adjective","Spicy ","5edbd346b3747c0a66b63e0d","6","member"
"80","control subjective adjective","Spicy ","5f6c238ed9915e19408f161b","7","member"
"81","control subjective adjective","Spicy ","61424b1673fc4394db65bc53","7","member"
"82","control subjective adjective","Spicy ","5ec3d4ca7207c9249050bb0a","4","member"
"83","control subjective adjective","Spicy ","5fd50a355025422fd25bb05b","5","member"
"84","control subjective adjective","Spicy ","5f356dd86c71333977ed00e1","5","member"
"85","control subjective adjective","Spicy ","61102f9292f5e6301b5bea45","5","member"
"86","control subjective adjective","Spicy ","5d83b4c19358b400013494e8","6","member"
"87","control subjective adjective","Spicy ","6075e12159e69162ee283711","5","member"
"88","control subjective adjective","Spicy ","6093db807d15df55e6990a28","7","member"
"89","control subjective adjective","Spicy ","62b495a707bd4eb65ab81728","5","member"
"90","control subjective adjective","Spicy ","60459f654004876e609870e9","4","member"
"91","control subjective adjective","Spicy ","5a87116c1904200001560982","7","member"
"92","control subjective adjective","Spicy ","60199b0a7384e30ddf3a7c55","6","member"
"93","control subjective adjective","Spicy ","60a97341861238ce108f9f50","4","member"
"94","control subjective adjective","Spicy ","5f566443352f600826449f4b","4","member"
"95","control subjective adjective","Spicy ","5ea2cf6f2888de038404188d","6","member"
"96","control subjective adjective","Spicy ","5efa455b7a38f2145071c23e","4","member"
"97","control subjective adjective","Spicy ","62b21a014febc9d365029b79","4","member"
"98","control subjective adjective","Spicy ","603faf859a4ec30978289bb8","4","member"
"99","control subjective adjective","Spicy ","60aad516e34718d318bfb44d","4","member"
"100","control subjective adjective","Spicy ","5eb58ac5307b420a604cb4cf","4","member"
"101","abstract concept","Heavy Metal","628794619215a22e47b640bd","3","member"
"102","abstract concept","Heavy Metal","62ed7304603710301dcf5dee","7","member"
"103","abstract concept","Heavy Metal","5e52803583c96c28bbb95f2b","1","member"
"104","abstract concept","Heavy Metal","60ce6b0047a115f81d3b6658","5","member"
"105","abstract concept","Heavy Metal","61f2acbfa09e72f23cbaf6ed","7","member"
"106","abstract concept","Heavy Metal","6108b8adf055193355c51121","5","member"
"107","abstract concept","Heavy Metal","5fbbdfc2b3efb70009d81cf3","6","member"
"108","abstract concept","Heavy Metal","60806d3f13bfdebc3a2dfcc5","6","member"
"109","abstract concept","Heavy Metal","62d14cb0418c96de31ab4f37","5","member"
"110","abstract concept","Heavy Metal","6005331b282af2704b3e9854","7","member"
"111","abstract concept","Heavy Metal","60c077729b5da5d988ffb7c0","4","member"
"112","abstract concept","Heavy Metal","59dfcd07e75b450001a68f05@email.prolific.co","6","member"
"113","abstract concept","Heavy Metal","5cec316d7d69950001cdace2","6","member"
"114","abstract concept","Heavy Metal","601878814d91481231c83ecf","6","member"
"115","abstract concept","Heavy Metal","5e14de687d9adf000b603402","5","member"
"116","abstract concept","Heavy Metal","5dae1520eeac2100152778a9","5","member"
"117","abstract concept","Heavy Metal","62ec4b4c7027e093f9048e5d","4","member"
"118","abstract concept","Heavy Metal","58fdcd2be219d00001ee5aa0","6","member"
"119","abstract concept","Heavy Metal","5de672702cf2045ed734e846","7","member"
"120","abstract concept","Heavy Metal","5e249775e8ff3a7159953291","6","member"
"121","abstract concept","Heavy Metal","5d51d781dc299300183ce5e2","5","member"
"122","abstract concept","Heavy Metal","5c3d76866ce2f80001317da2","7","member"
"123","abstract concept","Heavy Metal","60fd281395d5a91134210732","7","member"
"124","abstract concept","Heavy Metal","61072325706bc0ff7b1fdb93","5","member"
"125","abstract concept","Heavy Metal","62e02606dd578dae3e6c1894","5","member"
"126","abstract concept","Heavy Metal","5d20e5aea3262d0017af1588","5","member"
"127","abstract concept","Heavy Metal","6017df63bb02083698436ead","6","member"
"128","abstract concept","Heavy Metal","612683e6ceb3e6918fb0863a","6","member"
"129","abstract concept","Heavy Metal","5edbd346b3747c0a66b63e0d","4","member"
"130","abstract concept","Heavy Metal","5f6c238ed9915e19408f161b","1","member"
"131","abstract concept","Heavy Metal","61424b1673fc4394db65bc53","5","member"
"132","abstract concept","Heavy Metal","5ec3d4ca7207c9249050bb0a","4","member"
"133","abstract concept","Heavy Metal","5fd50a355025422fd25bb05b","6","member"
"134","abstract concept","Heavy Metal","5f356dd86c71333977ed00e1","7","member"
"135","abstract concept","Heavy Metal","61102f9292f5e6301b5bea45","3","member"
"136","abstract concept","Heavy Metal","5d83b4c19358b400013494e8","6","member"
"137","abstract concept","Heavy Metal","6075e12159e69162ee283711","6","member"
"138","abstract concept","Heavy Metal","6093db807d15df55e6990a28","7","member"
"139","abstract concept","Heavy Metal","62b495a707bd4eb65ab81728","5","member"
"140","abstract concept","Heavy Metal","60459f654004876e609870e9","6","member"
"141","abstract concept","Heavy Metal","5a87116c1904200001560982","7","member"
"142","abstract concept","Heavy Metal","60199b0a7384e30ddf3a7c55","7","member"
"143","abstract concept","Heavy Metal","60a97341861238ce108f9f50","2","member"
"144","abstract concept","Heavy Metal","5f566443352f600826449f4b","5","member"
"145","abstract concept","Heavy Metal","5ea2cf6f2888de038404188d","7","member"
"146","abstract concept","Heavy Metal","5efa455b7a38f2145071c23e","6","member"
"147","abstract concept","Heavy Metal","62b21a014febc9d365029b79","7","member"
"148","abstract concept","Heavy Metal","603faf859a4ec30978289bb8","3","member"
"149","abstract concept","Heavy Metal","60aad516e34718d318bfb44d","5","member"
"150","abstract concept","Heavy Metal","5eb58ac5307b420a604cb4cf","3","member"
"151","natural kind","Tiger","628794619215a22e47b640bd","1","member"
"152","natural kind","Tiger","62ed7304603710301dcf5dee","1","member"
"153","natural kind","Tiger","5e52803583c96c28bbb95f2b","4","member"
"154","natural kind","Tiger","60ce6b0047a115f81d3b6658","2","member"
"155","natural kind","Tiger","61f2acbfa09e72f23cbaf6ed","3","member"
"156","natural kind","Tiger","6108b8adf055193355c51121","2","member"
"157","natural kind","Tiger","5fbbdfc2b3efb70009d81cf3","2","member"
"158","natural kind","Tiger","60806d3f13bfdebc3a2dfcc5","2","member"
"159","natural kind","Tiger","62d14cb0418c96de31ab4f37","1","member"
"160","natural kind","Tiger","6005331b282af2704b3e9854","1","member"
"161","natural kind","Tiger","60c077729b5da5d988ffb7c0","2","member"
"162","natural kind","Tiger","59dfcd07e75b450001a68f05@email.prolific.co","2","member"
"163","natural kind","Tiger","5cec316d7d69950001cdace2","6","member"
"164","natural kind","Tiger","601878814d91481231c83ecf","5","member"
"165","natural kind","Tiger","5e14de687d9adf000b603402","3","member"
"166","natural kind","Tiger","5dae1520eeac2100152778a9","2","member"
"167","natural kind","Tiger","62ec4b4c7027e093f9048e5d","6","member"
"168","natural kind","Tiger","58fdcd2be219d00001ee5aa0","1","member"
"169","natural kind","Tiger","5de672702cf2045ed734e846","1","member"
"170","natural kind","Tiger","5e249775e8ff3a7159953291","1","member"
"171","natural kind","Tiger","5d51d781dc299300183ce5e2","7","member"
"172","natural kind","Tiger","5c3d76866ce2f80001317da2","1","member"
"173","natural kind","Tiger","60fd281395d5a91134210732","1","member"
"174","natural kind","Tiger","61072325706bc0ff7b1fdb93","5","member"
"175","natural kind","Tiger","62e02606dd578dae3e6c1894","2","member"
"176","natural kind","Tiger","5d20e5aea3262d0017af1588","4","member"
"177","natural kind","Tiger","6017df63bb02083698436ead","3","member"
"178","natural kind","Tiger","612683e6ceb3e6918fb0863a","2","member"
"179","natural kind","Tiger","5edbd346b3747c0a66b63e0d","6","member"
"180","natural kind","Tiger","5f6c238ed9915e19408f161b","1","member"
"181","natural kind","Tiger","61424b1673fc4394db65bc53","7","member"
"182","natural kind","Tiger","5ec3d4ca7207c9249050bb0a","3","member"
"183","natural kind","Tiger","5fd50a355025422fd25bb05b","2","member"
"184","natural kind","Tiger","5f356dd86c71333977ed00e1","1","member"
"185","natural kind","Tiger","61102f9292f5e6301b5bea45","1","member"
"186","natural kind","Tiger","5d83b4c19358b400013494e8","3","member"
"187","natural kind","Tiger","6075e12159e69162ee283711","3","member"
"188","natural kind","Tiger","6093db807d15df55e6990a28","1","member"
"189","natural kind","Tiger","62b495a707bd4eb65ab81728","2","member"
"190","natural kind","Tiger","60459f654004876e609870e9","4","member"
"191","natural kind","Tiger","5a87116c1904200001560982","7","member"
